madde,anlam,lisan,telaffuz
anatomi,"İnsan, hayvan ve bitkilerin yapısını ve organlarının birbiriyle olan ilgilerini inceleyen bilim; teşrih [tıp] | Beden yapısı, gövde yapısı [anatomi] | Bir şeyin oluşumunda göze çarpan özel yapı",Fransızca anatomie,
anatomici,Anatomi uzmanı | Anatomi dersi veren öğretim üyesi,,
anatomist,Anatomiyle uğraşan bilim adamı [tıp],Fransızca anatomiste,
anavaşya,"Göçücü balıkların Akdeniz'den Karadeniz'e çıkması, katavaşya karşıtı [denizcilik]",Rumca,
anayasa,"Bir devletin yönetim biçimini belirten, yasama, yürütme, yargılama güçlerinin nasıl kullanılacağını gösteren, yurttaşların kamu haklarını bildiren temel yasa; kanunuesasi [hukuk]",,ana'yasa
anayasacı,"Anayasayı savunan, anayasadan yana olan (kimse) | Anayasa dersi veren öğretim üyesi",,
anayasacılık,Anayasacı olma durumu | Anayasacının yaptığı iş,,
anayasallaşma,Anayasallaşmak durumu,,
anayasallaştırma,Anayasallaştırmak işi,,
anayasallık,Anayasal olma durumu,,
ana akım medya,"Toplumun geneline hitap eden, gündemi belirleyen, yerleşik ve yaygın olan yazılı veya görsel basın",,
ana arter,"Yerleşim birimleri içerisinde, trafiğin çok yoğun olduğu ana cadde",,
ana atardamar,"Kalbin kasılması ile sol karıncığındaki kanı bütün vücuda taşıyan en büyük atardamar; ana arter, aort [anatomi]",,
ana baba,Ana ile babanın oluşturduğu birlik,,
ana baba günü,Kargaşa içindeki kalabalık | Karmakarışık durum,,
ana bacı,Alevi ve Bektaşi kültüründeki yol kardeşliği kurumunda erkek kardeşlerin eşleri; bacı,,
ana bayi,Bir dağıtım işinde bütün bayilerin bağlı bulunduğu bayi; başbayi,,
ana bellek,Bilgisayardaki işlemcinin doğrudan erişebildiği ve programları çalıştırabildiği bellek [bilişim],,
ana besleme hattı,"Ana anahtar, üreteç barası veya çevirgeç barasından ana dağıtım merkezine gelen besleme hattı [fizik]",,
ana bilim dalı,Yükseköğretim kurumlarında bölümlerin alt bilim veya uzmanlık dallarından her biri; kürsü [eğitim] | Enstitülerin herhangi bir bilim ve uzmanlık dalında lisansüstü eğitim sağlayan birimlerinden her biri,,
ana cadde,Şehirde ara sokakların açıldığı geniş yol,,
ana çizgi,Belli bir kurala göre yürütülerek bir biçimin oluşmasına yarayan çizgi [matematik],,
ana dal,"Ağaç, ağaççık veya çalılarda gövdeden ilk çıkan ve bitkinin çatısını oluşturan dal [bitki bilimi] | Yükseköğretimde öğrencinin devam ettiği temel alan [eğitim]",,
ana dil,"Zaman içerisinde ses, biçim ve anlam bakımından birbirinden az çok farklılaşmış olan dillerin ortak kaynağı kabul edilen dil [dil bilimi]",,
ana dili,Çocuğun ailesinden veya içinde yaşadığı topluluktan edindiği dil [dil bilimi],,
ana direk,"Gemilerde, ekleme direklerde dipteki temel parça [denizcilik] | Temel taşı",,
ana doğrusu,Dönen silindirin yan yüzünü oluşturan dikdörtgenin bir kenarı [matematik] | Dönen koninin yan yüzünü oluşturan dik üçgenin hipotenüsü,,
ana duvar,"Bir yapının, dört bir yanını çevreleyen kalın dış duvar",,
ana fikir,"Bir yazının temeli olan asıl düşünce; ana düşünce, asli düşünce",,
ana haber sunucusu,Toplanan haberleri önem derecesine göre değerlendiren ve yayımlayan yetkili sunucu,,
ana hat,"Asıl veya en belirgin özellik | Su, elektrik, telefon, gaz vb.ndeki hatların dağıtımının yapıldığı merkezî hat | Atık su giderlerinin toplandığı merkezî hat",,
ana kadın,Bir ailede veya bir toplulukta en çok saygı gösterilen kadın,,
ana kapı,"Bir yapının süslü, büyük ön kapısı; portal [mimarlık]",,
ana kent,"Bir ülkenin veya bir bölgenin, çevresindeki yerleşim yerlerine ekonomik ve toplumsal yönlerden hâkim olan ve genellikle ülkenin başka ülkelerle olan her türlü ilişkisinin sağlandığı en önemli kenti; metropol, ana şehir | Bir ülkede elli binden fazla nüfusu olan büyük kentlerden herhangi biri; metropol, ana şehir",,
ana kitap,Bir bilim alanında yazılmış temel kitap,,
ana kolon hattı,"Kuruma veya ortaklığa ait besleme noktasından, abonenin sayacına kadar olan besleme hattı [fizik]",,
ana kök,Tohumun çimlenmesinden sonra kökçüğün toprağa dalarak gelişmesi sonucu oluşan ilk kök [bitki bilimi],,
ana kraliçe,Kralın annesi,,
ana kubbe,Camilerde ayaklar veya ana duvar üzerindeki kasnağa oturtulmuş kubbe [mimarlık],,
ana kucağı,"Bebeği yatırmak veya uyutmak için kullanılan, kendiliğinden sallanan bir tür araç | Annenin şefkati, sevecenliği",,
ana kuyu,Bir ocakta ana çıkış ve havalandırmada kullanılan kuyu [madencilik],,
ana kuzusu,"Pek küçük kucak çocuğu | Sıkıntıya, güç işlere alışmamış, nazlı büyütülmüş çocuk veya genç",,
ana menü,"Bir lokantada müşterilere sunmak üzere her gün yapılan yemeklerden oluşan menü | Bankamatikte işleme başlandıktan sonra ekrana gelen görüntülerin ilki | Bir genel ağ sayfasında, o sayfa ile ilgili temel bilgilerin bulunduğu ve diğer bağlantılara erişim olanağı sağlayan sayfa [bilişim]",,
ana muhalefet,İktidarın dışında mecliste sayıca en üstün olan parti,,
ana ortaklık,Birçok ortaklığın pay senetlerini elinde bulundurarak onları denetimi altında tutan yatırım ortaklığı; holding [ticaret],,
ana saat,Gözlemevinde bulunan saatler içinde en doğru olan ve öbür saatlerin ayarlanmasında kullanılan saat [gök bilimi],,
ana sanat dalı,Yükseköğretim kurumlarının herhangi bir sanat dalında eğitim veren birimlerinden her biri [eğitim],,
ana sav,İleri sürülerek savunulan düşüncelerin en belli başlı olanı,,
ana sayaç,"Belirli bir yerleşim birimine veya bir şehre verilen toplam elektrik, su ve gazın ölçülmesi amacıyla, ana dağıtım boru hattı başlangıcına tesis edilen sayaç sistemi",,
ana sınıfı,48-66 aylık çocukların eğitimi amacıyla örgün ve yaygın eğitim kurumları bünyesinde açılan sınıf [eğitim],,
ana sözleşme,Taraflar arası düzenlenen ilk ve temel sözleşme,,
ana tarafı,Ailenin anne yönünden akrabaları,,
ana toplardamar,Oksijeni az olan kanı kalbin sağ kulakçığına boşaltan iki büyük toplardamardan her biri [anatomi],,
ana vatan,"İlk yurt edinilen yer; ana yurt | Bir şeyin ilk kez yetiştiği, göründüğü yer",,
ana yapı,"Bir yapı bütünü içinde yükseklik ve biçim bakımından göze çarpan, önemli bölüm | Kat mülkiyetinin uygulandığı binaların ana bölümü",,
ana yol,"Çevredeki yolların kendisine açıldığı geniş yol; cadde, ana hat",,
ana yön,"Kuzey, güney, doğu ve batı yönlerinden her biri [coğrafya]",,
ana yüreği,"Annelik duygusu, ana sevecenliği",,
anchorman,343 ana haber sunucusu,İngilizce anchorman,
ançüez,"Genellikle hamsi bazen de çaça, sardalya veya tirsi balıklarından yapılan tuzlu ve yağlı ezme; hamsi ezmesi",Fransızca anchois,
andaç,Bir yerde geçirilen süreyi anımsamak için düzenlenen fotoğraflı kitapçık,,
andavallılık,Andavallı olma durumu; andavallık,,
andıç,Uyarı veya hatırlatmak için yazılan not; muhtıra,,
Andırın,Kahramanmaraş iline bağlı ilçelerden biri,,a'ndırın
andırış,"İki şey arasında bazı noktalardaki uygunluk, benzerlik durumu",,
andırışma,"Andırışmak işi | Fazla benzerlikten veya anlamın başka tarafa yorulmaya elverişli olmasından ileri gelen karışıklık, başka bir şeye benzetilmekten doğan şüphe ve tereddüt; iltibas | Ortak yönleri bulunan iki şey arasındaki benzeşme, analoji [mantık]",,
andırma,Andırmak durumu,,
andız,Yaprakları dikenli olan bir tür ardıç [bitki bilimi] | Kırlarda yetişen yabani bir otun kökü,,
andız otu,"Birleşikgillerden, nemli yerlerde yetişen, sarı çiçekli, acı ve kokulu bir ot (İnula helenium) [bitki bilimi]",,
andropoz,"Erkeklerde, er bezlerinin salgıladıkları hormon miktarının giderek eksilmesi sonucu cinsel gücün azalması; yaş dönümü [tıp]",Fransızca andropause,
anele,Gemilerde türlü işlerde kullanılan bir tür demir halka [denizcilik],İtalyanca anello,
aneroit,Cıva yerine maden bir kutu kullanmak temeline dayanan kadranlı barometre [fizik],Fransızca anéroïde,
anestezi,"Herhangi bir cerrahi müdahale öncesi, insan ve hayvanların vücudunun bütününde veya belirli bir kesimindeki duyunun geçici olarak yok edilmesi; uyuşturma, duyu yitimi [tıp] | Belirli bir sinirin hasarına bağlı olarak vücutta ilgili bölgede ortaya çıkan duyu olmama durumu",Fransızca anesthésie,
anestezist,Anestezi uzmanı,Fransızca anesthésiste,
anestezi bilimci,Anestezi bilimi ile uğraşan kimse; anesteziyolog,,
anestezi bilimi,Uyuşturucu bir ilaçla vücudun bütününde veya belirli bir bölgesinde duyuların yok edilmesi sonucu hastanın zarara uğramadan yaşamasını sağlayan ve cerrahi müdahalenin yapılabilme koşullarını inceleyen bilim dalı; anesteziyoloji [tıp],,
anevrizma,Bir atardamarın bir bölgesinde oluşan gevşemeye bağlı ur biçimindeki genişleme [tıp],Fransızca anévrisme,anevri'zma
angajman kuralları,Askerî unsurların kuvvet kullanımı sırasında uyması gereken yasa veya kurallar [askerlik],,
angarya,"Bir kimseye veya bir topluluğa zorla, ücret vermeden yaptırılan iş; yüklenti | Bir kişiye görevi dışında yaptırılan iş | Kölelik düzeninde köylünün derebeyine verdiği zorunlu ücretsiz hizmet | Savaş durumundaki bir devletin, kendi sularındaki yabancı bir devletin ticaret gemilerine el koyarak bunlardan yararlanması [hukuk] | Olağanüstü durumlarda veya sıkıyönetimde devletin vatandaşlara ait taşıtlara el koyması [hukuk] | Osmanlı ordusunda talim ve tatbikat dışında kalan iç hizmetler [tarih] | Gemilerin program içindeki esas hizmetlerinden ayrı olarak gemide ve geminin dışında yaptırılan ağır beden işleri [denizcilik] | Usandırıcı, bıktırıcı, zorla yapılan iş",Rumca,anga'rya
angaryacı,Başkasına ücretsiz iş yaptıran kimse | Osmanlı ordusunda iç hizmetlerde görevlendirilen asker veya sivil halk [askerlik],,
angaryacılık,Angaryacı olma durumu,,
angıç,Harman zamanı fazla sap yüklemek için öküz ve at arabalarının iki tarafına takılan parmaklık; kanat,,
Anglikan,İngiliz kilisesine bağlı olan kimse [din bilimi],Fransızca anglican,
Anglikanlık,"İngiltere’nin resmî kilisesinin, Katoliklik ve Protestanlıktan farklı olarak tuttuğu inanç yolu; Anglikanizm",,
Anglosakson,V. ve VI. yüzyılda Büyük Britanya'yı ele geçiren Cermen ırkından oymaklar | Bu oymaklara özgü olan | Ana dili İngilizce olan kimse | Bu kimselere özgü olan,Fransızca anglo-saxon,l ince okunur
Angolalı,Angola’da yaşayan halk veya bu halkın soyundan olan kimse,,
angström,Metrenin on milyarda biri değerine eşit olan ışık dalgalarını ölçme birimi [fizik],İsveçli fizikçi Anders Jonas Ångström özel adından,
angudi,Angut kuşunun rengi | Bu renkte olan,Türkçe angut + Arapça -ī,angu:di:
angut,"Ördekgillerden, tüyleri kiremit renginde, evcilleştirilebilen bir yaban kuşu (Casarca ferruginea) [hayvan bilimi] | Hareketlerinde, durumunda bir incelik olmayan, görgüsüz (kimse)",,
angutlaşma,Angutlaşmak durumu,,
angutluk,Angut olma durumu,,
anhidrit,"Genellikle kaya tuzu ve alçı taşıyla birlikte bulunan doğal, susuz kalsiyum sülfat [jeoloji]",Fransızca anhydrite,
anı,"Geçmişte yaşanmış çeşitli olaylardan belleğin sakladığı her türlü iz; hatıra | Bir kimsenin kendi yaşadığı veya şahit olduğu olayları, bunlar hakkındaki duygu ve düşüncelerini yazdığı edebî eser; hatırat [edebiyat]",,
anık,"Ballıbabagillerden, tek yıllık, mavi çiçekli, yemeklere koku vermek için kullanılan bir bitki; dağ reyhanı (Ziziphora) [bitki bilimi]",,
anıklaşma,Anıklaşmak işi,,
anılabilme,Anılabilmek işi,,
anılagelme,Anılagelmek durumu,,
anılaşma,Anılaşmak durumu,,
anılık,Anı özelliği taşıyan,,
anılış,Anılmak işi,,
anılma,Anılmak işi,,
anımsama,"Anımsamak işi; ansıma, hatırlama, derhatır, istihzar, tahattur",,
anımsanabilme,Anımsanabilmek işi; hatırlanabilme,,
anımsanış,Anımsanmak işi; hatırlanış,,
anımsanma,Anımsanmak işi; hatırlanma,,
anımsatabilme,Anımsatabilmek işi; hatırlatabilme,,
anımsatılabilme,Anımsatılabilmek işi; hatırlatılabilme,,
anımsatılma,Anımsatılmak işi; hatırlatılma,,
anımsatış,Anımsatmak işi; hatırlatış,,
anımsatıverme,Anımsatıvermek işi; hatırlatıverme,,
anımsatma,"Anımsatmak işi; ansıtma, hatırlatma",,
anımsayabilme,Anımsayabilmek işi; hatırlayabilme,,
anımsayış,Anımsamak işi; hatırlayış,,
anımsayıverme,Anımsayıvermek işi; hatırlayıverme,,
anındalık,Anında olma durumu,,
anırış,Anırmak işi,,
anırma,Anırmak işi,,
anırtı,Eşeğin anırırken çıkardığı sesin adı,,
anırtma,Anırtmak işi,,
anıştırılma,Anıştırılmak işi,,
anıştırma,Anıştırmak işi; ima,,
anıt,"Önemli bir olayın veya büyük bir kişinin gelecek kuşaklarca tarih boyunca anılması için yapılan, göze çarpacak büyüklükte, sembol niteliğinde yapı; abide [mimarlık] | Önemi ve değeri çok olan eser veya kişi; abide",,
Anıtkabir,Atatürk'ün mezarının bulunduğu anıtsal yapı,,
anıtlaşabilme,Anıtlaşabilmek işi,,
anıtlaşma,Anıtlaşmak durumu; abideleşme,,
anıtlaştırılma,Anıtlaştırılmak durumu; abideleştirilme,,
anıtlaştırma,Anıtlaştırmak durumu; abideleştirme,,
anıtsallık,Anıtsal olma durumu,,
anıt mezar,Tarihî değeri olan kişilerin mezarı olarak yapılan anıt değerindeki yapı; mozole,,
anıverme,Anıvermek işi,,
anız,Ekin biçildikten sonra tarlada kalan köklü sap | Ekin biçildikten sonra sürülmemiş tarla,,
anızlık,Anızı sürülmemiş tarla,,
anı defteri,"İçine anıların yazıldığı defter; anılık, hatıra defteri",,
anilik,Ani olma durumu,,
anilin,Benzenden türeyen bir amin [kimya],Fransızca aniline,
anilin boyalar,"Taş kömürü eterinden elde edilen, fotoğrafçılıkta, basım işlerinde, boya sanayisinde kullanılan organik boya cevheri",,
anime,"Japon çizgi romanı mangaların televizyon, sinema vb. için filmleştirilmiş biçimi",Fransızca animé,
anjanbuman,Dizenin son kelimesiyle sonraki dizeyi başlatma sanatı [edebiyat],Fransızca enjambement,
anjin,"Boğaz mukozasının iltihaplanarak şişmesi, bademcik iltihabı; boğak, hunnak [tıp]",Fransızca angine,
anjiyoloji,Kan ve ak kan damarlarını inceleyen bilim dalı [anatomi],Fransızca angiologie,l ince okunur
Anka,"Masallarda adı geçen ve gerçekte var olmayan büyük bir kuş; Simurg, Zümrüdüanka",Arapça ʿanḳā,anka:
Ankara,"Türkiye'nin İç Anadolu Bölgesi'nde yer alan illerinden biri, Türkiye'nin başkenti",,a'nkara
Ankaralı,Ankara ilinden olan kimse,,
Ankaralılık,Ankaralı olma durumu,,
Ankara çiğdemi,"Açık sarı renkli çiçekleri olan, parlak sarı yapraklı bir tür çiğdem [bitki bilimi]",,
Ankara kedisi,Ankara yöresinde yetişen uzun tüylü kedi ırkı [hayvan bilimi],,
Ankara taşı,Plajiyoklazlı bir yanardağ kültesi; andezit [mineraloji],,
Ankara tavşanı,"Parlak, ince, ipeksi, uzun, beyaz renkli tüylü, özel olarak üretilen bir tür tavşan; angora tavşanı [hayvan bilimi]",,
anket,"Herhangi bir konuyla ilgili durum ve tutumu belirlemek için düzenlenmiş, ayrıntılı ve kapsamlı soru dizisi; sormaca, istimzaç",Fransızca enquête,
anketçi,Anket yapan kimse; anketör,,
anketçilik,Anketçinin yaptığı iş; anketörlük,,
anlam,"Bir kelimeden, bir sözden, bir davranış veya olgudan anlaşılan şey, bunların hatırlattığı düşünce; mana | Kelimenin tek başına veya söz dizimindeki öteki ögelerle bağlantılı olarak zihinde yarattığı kavramlardan her biri; deme, mana, meal, mazmun, medlul [dil bilimi]",,
anlama,"Anlamak işi; anlamaklık, kavrama, derk, fehim, intikal, tefehhüm, vukuf | Bir olay veya önermenin daha önce bilinen bir kanunun veya formülün sonucu olduğunu görme [felsefe]",,
anlamamazlık,343 anlamazlık,,
anlamazlık,"Bir şeyi anlamamış, kavrayamamış gibi davranma",,
anlamlandırabilme,Anlamlandırabilmek işi,,
anlamlandırılabilme,Anlamlandırılabilmek işi,,
anlamlandırılış,Anlamlandırılmak işi,,
anlamlandırılma,Anlamlandırılmak işi,,
anlamlandırma,Anlamlandırmak işi; anlamlama,,
anlamlılık,Anlamlı olma durumu; manidarlık,,
anlamsallık,Anlamsal olma durumu,,
anlamsızlaşabilme,Anlamsızlaşabilmek işi,,
anlamsızlaşma,Anlamsızlaşmak durumu,,
anlamsızlaştırabilme,Anlamsızlaştırabilmek işi,,
anlamsızlaştırılma,Anlamsızlaştırılmak durumu,,
anlamsızlaştırma,Anlamsızlaştırmak durumu,,
anlamsızlık,Anlamsız olma durumu; manasızlık,,
anlam aykırılığı,"Karşıt anlamlı kelimelerin, sözlerin bir araya gelmesi [dil bilgisi]",,
anlam bilimci,Anlam bilimi ile uğraşan kimse,,
anlam bilimi,Dili anlam açısından inceleyen bilim dalı; semantik,,
anlam daralması,Kelimenin anlam bakımından zamanla daralmaya uğrayarak eskiden ifade ettiği anlamın sadece bir bölümünü anlatır duruma gelmesi [dil bilgisi],,
anlam değişmesi,"Kelimenin daralma, genişleme, kayma, kötüleşme vb. yollarla yeni bir anlam kazanması [dil bilgisi]",,
anlam genişlemesi,"Kelimenin taşıdığı anlam kapsamının zamanla daha geniş, daha genel bir anlam kazanması: ""Baş"" kelimesinin ""kafa"" anlamından anlam genişlemesiyle her meslek ve kuruluştaki ""üst aşama"" anlamını bildirmesi gibi [dil bilgisi]",,
